Citation,Citation URL,Title,Number of Consequences,Relevant Subsections,Related Statutes,Notes,Current Through,Jurisdiction,Consequences,Keywords,Offense Type,Discretion,Duration
"5 Alaska Admin. Code 92.039","http://www.legis.state.ak.us/basis/aac.asp#5.92.039","Ineligible for permit for taking wolves using aircraft","1","(a)-(c)
(d)(7)(D)","Authorizing statute:
AS 16.05.255
AS 16.05.783
AS 16.05.920","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Discretionary","Time-limited"
"13 Alaska Admin. Code 60.050","http://www.legis.state.ak.us/basis/aac.asp#13.60.050","Ineligible for security guard license","1","(a)(5)","Conviction self-disclosure requirement:
13 AAC 60.060

Authorizing statute:
AS 18.65.450","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Private security, investigation & locksmiths","Any felony","Mandatory/Automatic","Time-limited"
"Alaska Stat. § 16.05.410","http://www.legis.state.ak.us/basis/statutes.asp#16.05.410","Revoke sport fishing/hunting license","2","(c), (f), (g)","Additional offense details:
AS 16.05.330 -- 16.05.430
AS 16.05.430 (a)

See also:
AS 16.05.165","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Varies","Time-limited"
"Alaska Stat. § 12.62.160","http://www.legis.state.ak.us/basis/statutes.asp#12.62.160","Background check for grant of supervisory/disciplinary power over a minor/dependent adult","1","(b)(9)","See also:
AS 12.62.400 (a)(7)","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Family & domestic rights","Trusts, estates & guardianship","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Alaska Stat. § 08.08.137","http://www.legis.state.ak.us/basis/statutes.asp#08.08.137","Background check for admission to Alaska bar","1","All","See also:
AS 12.62
AS 12.62.400","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Lawyers, judges & advocates","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"7 Alaska Admin. Code 81.130","http://www.legis.state.ak.us/basis/aac.asp#7.81.130","Ineligible for employment at provider of individual services receiving Department of Health and Social Services grant (background check) (health care)","1","(a)","Authorizing statute:
AS 18.05.040
AS 18.08.010
AS 18.08.080
AS 18.25.100
AS 18.28.010
AS 18.28.050
AS 29.60.600
AS 44.29.020
AS 47.05.010
AS 47.20.075
AS 47.20.110
AS 47.27.005
AS 47.27.050
AS 47.30.477
AS 47.30.530
AS 47.37.030
AS 47.37.045
AS 47.40.041
AS 47.40.120
AS 47.80.130","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Health care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"7 Alaska Admin. Code 56.550","0","Background check to serve as foster placement","1","(b)(6)","0","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Government contracting & program participation","Adoption & foster care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Alaska Stat. § 26.15.130","http://www.legis.state.ak.us/basis/statutes.asp#26.15.130","Ineligible for veteran's loans","1","(c)","Additional offense details:
AS 11.51.120","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Government loans & grants","Military, veterans & national defense","Child Support offenses","Mandatory/Automatic","Indefinite"
"12 Alaska Admin. Code 64.059","http://www.legis.state.ak.us/basis/aac.asp#12.64.059","Ineligible for real estate broker/salesperson license","1","(b)(1)(D)
(c)(1)
(d)(1)
(e)(1)
(f)(1)
(g)(1)","Authorizing statute:
AS 08.88.071
AS 08.88.081
AS 08.88.091
AS 08.88.171
AS 08.88.263","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Real estate & property","Any felony","Mandatory/Automatic","Indefinite"
"11 Alaska Admin. Code 71.540","http://www.legis.state.ak.us/basis/aac.asp#11.71.540","Revoke log brand registration","1","(a)(2)","Additional offense details:
AS 45.50.320

Authorizing statute:
AS 38.05.020
AS 45.50.210
AS 45.50.315
AS 45.50.320

See also:
11 AAC 71.500","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Public land & resource use","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"Alaska Stat. § 47.12.180","http://www.legis.state.ak.us/basis/statutes.asp#47.12.180","Juvenile adjudication (relief)","0","All","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Deferred adjudication & diversion","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Alaska Stat. § 47.05.017","http://www.legis.state.ak.us/basis/statutes.asp#47.05.017","Background check to provide state-funded home care","1","(a)","See also:
AS 12.62","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Government benefits","Adult care, nursing homes & residential care facilities","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Alaska Stat. § 39.25.900","http://www.legis.state.ak.us/basis/statutes.asp#39.25.900","Discharge from state employment","1","All","Other triggering offenses:
Offenses related to state personnel","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Public employment","Other","Mandatory/Automatic","Indefinite"
"Alaska Stat. § 33.20.070","http://www.legis.state.ak.us/basis/statutes.asp#33.20.070","Gubernatorial pardon/commutation of sentence/reprieve (relief)","0","All","See also:
AS 33.20.080","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Alaska Stat. § 23.15.380","http://www.legis.state.ak.us/basis/statutes.asp#23.15.380","Deny permit to operate employment agency","1","All","Additional offense details:
8 AAC 10.915 (7), (12)

See also:
AS 23.15.370","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","","Crimes involving fraud, dishonesty, misrepresentation or money-laundering|Crime of moral turpitude","Discretionary","Time-limited"
"Alaska Stat. § 12.62.160","http://www.legis.state.ak.us/basis/statutes.asp#12.62.160","Collect/provide criminal justice information","1","All","See also:
AS 12.62.400","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Registration, publication & notification","","Any felony|Any misdemeanor","Discretionary","Indefinite"
"Alaska Stat. § 11.61.129","http://www.legis.state.ak.us/basis/statutes.asp#11.61.129","Forfeit property used in indecent viewing/photography/child pornography","1","All","Additional offense details:
AS 11.61.123 -- 11.61.128

See also:
AS 11.41.468 (b)","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Real estate & property","Sex offenses","Discretionary","Indefinite"
"Alaska R. Crim. Proc. 35.2","http://www.courts.alaska.gov/rules/index.htm","Discharge/set aside conviction (relief)","0","All","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Dismissal, set-aside, vacatur & offense reduction","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Alaska Bar R. 2","http://www.courts.alaska.gov/rules/index.htm","Background check for law license/admission to Alaska Bar (self-disclosure)","1","Section 1 (d)(1)","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Lawyers, judges & advocates","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"8 Alaska Admin. Code 10.055","http://www.legis.state.ak.us/basis/aac.asp#8.10.055","Ineligible for permit to operate private employment agency","1","(a)(1)","Additional offense details:
8 AAC 10.915 (7)

Background check:
8 AAC 10.020 (a)(7)

Authorizing statute:
AS 23.15.360
AS 23.15.380
AS 23.15.390
AS 23.15.500

See also:
8 AAC 10.020","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","","Crimes involving fraud, dishonesty, misrepresentation or money-laundering|Crime of moral turpitude","Mandatory/Automatic","Time-limited"
"5 Alaska Admin. Code 92.520","http://www.legis.state.ak.us/basis/aac.asp#5.92.520","Ineligible for Mendenhall Wetlands State Game Refuge/Anchorage Coastal Wildlife Refuge hunting permit","1","(a)
(b)(1)(C)","Authorizing statute:
AS 16.05.255
AS 16.20.031
AS 16.20.034
AS 16.20.036
AS 16.20.039
AS 16.20.041
AS 16.20.075","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Time-limited"
"3 Alaska Admin. Code 28.840","http://www.legis.state.ak.us/basis/aac.asp#3.28.840","Ineligible for appointment as illustration actuary","1","(b)(3)","Additional offense details:
AS 21.36.360

Authorizing statute:
AS 21.06.090
AS 21.36.020
AS 21.36.030
AS 21.36.900
AS 21.42.120
AS 21.42.130

See also:
AS 21.84.650","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Insurance sales & services","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Indefinite"
"3 Alaska Admin. Code 08.013","http://www.legis.state.ak.us/basis/aac.asp#3.08.013","Ineligible for exemption from examination required for securities registration","1","(c)","Other triggering offenses:
Offenses related to state/federal securities","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Banking, lending, securities & finance","Other","Discretionary","Indefinite"
"22 Alaska Admin. Code 30.030","http://www.legis.state.ak.us/basis/aac.asp#22.30.030","Background check for approval as sex offender treatment provider","1","(c)(6)","Authorizing statute:
AS 33.30.011
AS 33.30.021
AS 44.28.030","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Psychiatry, psychology, counseling & mental health services","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Alaska Stat. § 21.59.170","http://www.legis.state.ak.us/basis/statutes.asp#21.59.170","Terminate motor vehicle service contract","1","(c)(2)","Other triggering offenses:
Crimes that necessarily increase the hazard covered by the service contract","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Motor vehicle sales & service","Other","Discretionary","Indefinite"
"Alaska Stat. § 21.59.170","http://www.legis.state.ak.us/basis/statutes.asp#21.59.170","Terminate motor vehicle service contract","1","(c)(2)","Other triggering offenses:
Crimes that necessarily increase the hazard covered by the service contract","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Motor vehicle sales & service","Other","Discretionary","Indefinite"
"Alaska Stat. § 18.65.410","http://www.legis.state.ak.us/basis/statutes.asp#18.65.410","Background check for security guard license","1","(a)","See also:
AS 12.62
AS 12.62.400","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Private security, investigation & locksmiths","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Alaska Stat. § 11.61.200","http://www.legis.state.ak.us/basis/statutes.asp#11.61.200","Ineligible to reside in dwelling if there is a firearm capable of being concealed/prohibited weapon in the dwelling","1","(a)(10)
(b)(2)
(h)(2)","See also:
AS 12.55.185 (18)","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Housing & residency","Firearms, weapons & explosives","Any felony","Mandatory/Automatic","Time-limited"
"Alaska Stat. § 11.41.468","http://www.legis.state.ak.us/basis/statutes.asp#11.41.468","Forfeit property used in sexual offense","1","All","Additional offense details:
AS 11.41.410 -- 11.41.458","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Real estate & property","Sex offenses","Discretionary","Indefinite"
"Alaska Stat. § 04.11.295","http://www.legis.state.ak.us/basis/statutes.asp#04.11.295","Background check for alcoholic beverage license or permit","1","(a)","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Alcohol permits, licenses & sales","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"3 Alaska Admin. Code 13.030","http://www.legis.state.ak.us/basis/aac.asp#3.13.030","Impose increased security requirement on money transmission licensee (conviction of licensee/officer/director/controller/delegate)","1","(f)(6)","Background check:
3 AAC 13.010

Authorizing statute:
AS 06.55.104
AS 44.33.020","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Banking, lending, securities & finance","Any felony","Discretionary","Indefinite"
"12 Alaska Admin. Code 56.940","http://www.legis.state.ak.us/basis/aac.asp#12.56.940","Revoke marine pilot license","1","(e)","Obligation to notify board of conviction:
12 AAC 56.940 (f)-(g)","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Maritime & sea vessels","Controlled substances offenses","Discretionary","Indefinite"
"Alaska Stat. § 45.50.578","http://www.legis.state.ak.us/basis/statutes.asp#45.50.578","Impose civil fine (unlawful restraint of trade/monopolies)","1","All","Additional offense details:
AS 45.50.562
AS 45.50.564

Other triggering offenses:
Offenses related to unlawful restraint of trade
Offenses related to unlawful monopolies","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Judicial Rights|Civil fines, liability, forfeiture & property rights","","Other","Discretionary","Indefinite"
"Alaska Stat. § 43.40.094","http://www.legis.state.ak.us/basis/statutes.asp#43.40.094","Deny/revoke qualified fuel dealer license","1","(c)(2)
(f)","Other triggering offenses:
Offenses related to fuel surcharge/tax","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Hazardous materials, pesticides, chemicals & waste","Other","Mandatory/Automatic","Time-limited"
"Alaska Stat. § 43.23.005","http://www.legis.state.ak.us/basis/statutes.asp#43.23.005","Ineligible to receive permanent fund dividend (convictions/incarceration during qualifying year)","1","(d), (g)","Additional offense details:
AS 11.81.900

Relief:
15 AAC 23.183

See also:
AS 43.23.028","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Government benefits","","Any felony|Any misdemeanor","Mandatory/Automatic","Time-limited"
"Alaska Stat. § 25.24.050","http://www.legis.state.ak.us/basis/statutes.asp#25.24.050","Grant divorce in favor of spouse","1","(3)","See also:
AS 25.24.130","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Family & domestic rights","Civil litigation & administrative proceedings","Any felony","Discretionary","Time-limited"
"Alaska Stat. § 08.01.077","http://www.legis.state.ak.us/basis/statutes.asp#08.01.077","Suspend/revoke health professional license (failure to report abuse of vulnerable adults)","1","All","Additional offense details:
AS 47.24.010

See also:
AS 08.01.010

Other triggering offenses:
Offenses related to failing to report abuse of vulnerable adults","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Health care","Other","Discretionary","Indefinite"
"Alaska Stat. § 08.01.063","http://www.legis.state.ak.us/basis/statutes.asp#08.01.063","Background check for temporary courtesy professional license for military spouses","1","(a)(3)","See also:
AS 12.62.160
AS 12.62.400","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Military, veterans & national defense","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Alaska Const. art. III, § 21","https://ltgov.alaska.gov/services/alaskas-constitution/","Gubernatorial pardon/commutation of sentence/reprieve (relief)","0","All","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"7 Alaska Admin. Code 53.210","0","Background check to serve as adoptive parent/guardian","1","(a)(2)
(b)","Authorizing statute:
AS 13.26.062
AS 25.23.100
AS 25.23.200
AS 25.23.220
AS 25.23.230
AS 47.14.100
AS 47.14.120","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Family & domestic rights","Adoption & foster care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"3 Alaska Admin. Code 58.075","http://www.legis.state.ak.us/basis/aac.asp#3.58.075","Revoke "Made in Alaska"/silver hand seal emblem authorization/participation","1","All","Additional offense details:
AS 45.65.060

Authorizing statute:
AS 44.33.020
AS 44.65.020
AS 45.65.040
AS 45.65.045
AS 45.65.060

Other triggering offenses:
Offenses related to emblems signifying handicraft of Alaska Native persons/articles made in State of Alaska","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation|Occupational & professional licensure & certification","","Other","Mandatory/Automatic","Indefinite"
"22 Alaska Admin. Code 30.070","http://www.legis.state.ak.us/basis/aac.asp#22.30.070","Background check for renewal of approval as sex offender treatment provider","1","(c)(5)","Authorizing statute:
AS 33.30.011
AS 33.30.021
AS 44.28.030","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Psychiatry, psychology, counseling & mental health services","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"2 Alaska Admin. Code 90.330","http://www.legis.state.ak.us/basis/aac.asp#2.90.330","Suspend/revoke driving privilege","1","All","Authorizing statute:
AS 28.15.221
AS 28.15.251

Relief:
2 AAC 90.380 (a)

See also:
2 AAC 90.310","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"18 Alaska Admin. Code 60.215","http://www.legis.state.ak.us/basis/aac.asp#18.60.215","Deny waste disposal permit","1","(a)(9)","Additional offense details:
AS 46.03.790

Authorizing statute:
AS 44.46.020
AS 46.03.010
AS 46.03.020
AS 46.03.100
AS 46.03.110
AS 46.03.800
AS 46.03.810
AS 46.06.010
AS 46.06.080

Other triggering offenses:
Offenses related to waste disposal","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Hazardous materials, pesticides, chemicals & waste","Other","Discretionary","Indefinite"
"Alaska Stat. § 18.65.740","http://www.legis.state.ak.us/basis/statutes.asp#18.65.740","Revoke concealed handgun permit (2 or more Class A misdemeanor convictions)","1","(a)(2)
(c), (d)","Obligation to notify Department of Public Safety of convictions:
AS 18.65.765

Relief:
AS 44.62.560 -- 44.62.570","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Firearms, weapons & explosives","Any misdemeanor","Mandatory/Automatic","Indefinite"
"Alaska Stat. § 18.65.710","http://www.legis.state.ak.us/basis/statutes.asp#18.65.710","Revoke concealed handgun permit (false statements on permit application)","1","(a)(6)","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Firearms, weapons & explosives","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Indefinite"
"Alaska Stat. § 12.63.030","http://www.legis.state.ak.us/basis/statutes.asp#12.63.030","Notify new state of sex offender's status upon offender's moving out of Alaska","1","All","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Registration, publication & notification","Sex offender registration, residency & proximity","Sex offenses","Mandatory/Automatic","Indefinite"
"Alaska Stat. § 12.62.180","http://www.legis.state.ak.us/basis/statutes.asp#12.62.180","Sealing of criminal justice information (relief)","0","All","","Links may direct to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
