Citation,Citation URL,Title,Number of Consequences,Relevant Subsections,Related Statutes,Notes,Current Through,Jurisdiction,Consequences,Keywords,Offense Type,Discretion,Duration
"11 CCR 1956","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=11&t_T2=1956&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2211%20CA%20ADC%20s%201956%22)&Template=Find","Background check for reinstatement as a public safety dispatcher","1","(a), (c)","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Law enforcement, corrections & public safety","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"11 CCR 1959","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=11&t_T2=1959&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2211%20CA%20ADC%20s%201959%22)&Template=Find","Background check for employment as a public safety dispatcher","1","(a); (e) - (f)","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Law enforcement, corrections & public safety","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"13 CCR 190.32","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=13&t_T2=190.32&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2213%20CA%20ADC%20s%20190.32%22)&Template=Find","Background check to serve as undocumented vessel registration agent","1","(b)(10)","","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Maritime & sea vessels","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"13 CCR 29.00","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=13&t_T2=29&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2213%20CA%20ADC%20s%2029%22)&Template=Find","Report convictions of commercial driver to another state","1","(c)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Transportation & commercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Indefinite"
"13 CCR 29.00","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=13&t_T2=29&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2213%20CA%20ADC%20s%2029%22)&Template=Find","Background check for commercial driver's license (driving record)","1","(a), (b)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Transportation & commercial motor vehicles","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"14 CCR 149.3","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=149.3&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20149.3%22)&Template=Find","Suspend/revoke commercial permit to take squid in an experimental area","1","(a), (d)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Commercial fishing","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 167","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=167&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20167%22)&Template=Find","Suspend/revoke commercial salmon fishing permit/assess civil fine","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Commercial fishing","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 401","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=401&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20401%22)&Template=Find","Ineligible for permit to take wild animals that are destroying/damaging property","1","(a), (f)","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Time-limited"
"14 CCR 478.1","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=478.1&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20478.1%22)&Template=Find","Revoke bobcat hunting tags","1","(e)","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Time-limited"
"14 CCR 554","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=554&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20554%22)&Template=Find","Suspend/revoke permit/tag to take deer from cooperative hunting area","1","(e)","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 555","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=555&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20555%22)&Template=Find","Suspend/revoke permit to take elk from a cooperative hunting area","1","(e)","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 601","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=601&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20601%22)&Template=Find","Suspend/revoke license to operate private lands wildlife enhancement and management area","1","(a), (e)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Indefinite"
"14 CCR 651","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=651&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20651%22)&Template=Find","Deny/suspend/revoke permit to take native reptiles/amphibians for scientific/educational institutions","1","(a), (h), (i)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 656","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=656&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20656%22)&Template=Find","Ineligible for permit to take beaver/bear within refuge without first appearing before the Fish and Game Commission","1","(f)","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Indefinite"
"14 CCR 658","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=658&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20658%22)&Template=Find","Suspend/revoke permit to take bullfrogs for sale to scientific/educational institutions","1","(a), (n)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 671.1","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=671.1&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20671.1%22)&Template=Find","Suspend/revoke permit to import/export/transport/sell restricted animals","1","(a); (c)(6) - (7)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 676","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=676&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20676%22)&Template=Find","Suspend/revoke fallow deer farming permit","1","(a), (b)(8)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Recreational license offenses","Discretionary","Indefinite"
"14 CCR 708.8","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=708.8&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20708.8%22)&Template=Find","Deny/revoke deer tag","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Time-limited"
"14 CCR 745","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=745&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20745%22)&Template=Find","Ineligible for hunting/fishing guide license","2","(a)(1)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Recreational license offenses","Varies","Indefinite"
"14 CCR 745.5","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=14&t_T2=745.5&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2214%20CA%20ADC%20s%20745.5%22)&Template=Find","Suspend/revoke hunting/fishing license","1","All","See also:
14 CCR 746","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Discretionary","Indefinite"
"15 CCR 1320","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=15&t_T2=1320&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2215%20CA%20ADC%20s%201320%22)&Template=Find","Background check to serve as superintendent/director/manager/employee of juvenile facility","1","(a); (b)(4)","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Law enforcement, corrections & public safety","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"15 CCR 3564","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=15&t_T2=3564&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2215%20CA%20ADC%20s%203564%22)&Template=Find","Lifetime global positioning system monitoring (sex offenses)","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Registration, publication & notification","Sex offender registration, residency & proximity","Sex offenses","Mandatory/Automatic","Indefinite"
"15 CCR 3590.2","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=15&t_T2=3590.2&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2215%20CA%20ADC%20s%203590.2%22)&Template=Find","Residency restrictions inapplicable to transient sex offender (relief)","0","All","","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Sex offender registration, residency & proximity","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"15 CCR 3653","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=15&t_T2=3653&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2215%20CA%20ADC%20s%203653%22)&Template=Find","Registration requirements for arson conviction","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Registration, publication & notification","Sensitive information access","Crimes of violence, including 'person offenses'","Mandatory/Automatic","Indefinite"
"15 CCR 3769.3","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=15&t_T2=3769.3&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2215%20CA%20ADC%20s%203769.3%22)&Template=Find","Reentry court program (relief)","0","All","","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Deferred adjudication & diversion","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"16 CCR 386","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=16&t_T2=386&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2216%20CA%20ADC%20s%20386%22)&Template=Find","Ineligible for chiropractic license (fraud)","1","All","See also:
Cal Bus Prof Code, Appx. § 9-10
Cal Bus Prof Code § 803.5
Cal Bus Prof Code § 810
Cal Bus Prof Code § 1003","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Chiropractics","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Indefinite"
"17 CCR 54322","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=17&t_T2=54322&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2217%20CA%20ADC%20s%2054322%22)&Template=Find","Background check for approval as resident of family home agency","1","(c)","","","2023 legislative session and all 2023 regulatory rulemaking","","Housing & residency","Adult care, nursing homes & residential care facilities","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"17 CCR 58520","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=17&t_T2=58520&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2217%20CA%20ADC%20s%2058520%22)&Template=Find","Ineligible to be driver providing services to disabled people","1","(a), (d)","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Adult care, nursing homes & residential care facilities","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"2 CCR 11017","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=2&t_T2=11017&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%222%20CA%20ADC%20s%2011017%22)&Template=Find","Dismissed/sealed/expunged conviction ineligible for inquiry by employer (relief)","0","(d)","See Section 11017.1.","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Limitations on imposition of collateral consequences","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"2 CCR 17544","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=2&t_T2=17544&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%222%20CA%20ADC%20s%2017544%22)&Template=Find","Suspend/demote/dismiss local agency employee","1","(f)","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Public employment","Any felony","Discretionary","Indefinite"
"2 CCR 649.4","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=2&t_T2=649.4&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%222%20CA%20ADC%20s%20649.4%22)&Template=Find","Ineligible for assistance from Victims of Crime Program","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Government benefits","Public assistance & food stamps","Any felony","Mandatory/Automatic","Indefinite"
"22 CCR 35047","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=22&t_T2=35047&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2222%20CA%20ADC%20s%2035047%22)&Template=Find","Background check to adopt child","1","(a)(V)-(W)","","","2023 legislative session and all 2023 regulatory rulemaking","","Family & domestic rights","Adoption & foster care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"22 CCR 35184","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=22&t_T2=35184&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2222%20CA%20ADC%20s%2035184%22)&Template=Find","Background check for agency adoption of child","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Family & domestic rights","Adoption & foster care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"22 CCR 35184","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=22&t_T2=35184&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2222%20CA%20ADC%20s%2035184%22)&Template=Find","Background check to reside with child placed for agency adoption","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Housing & residency","Adoption & foster care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"22 CCR 35269","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=22&t_T2=35269&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2222%20CA%20ADC%20s%2035269%22)&Template=Find","Background check for intercountry adoption of child","1","(a)(5), (6)","","","2023 legislative session and all 2023 regulatory rulemaking","","Family & domestic rights","Adoption & foster care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"22 CCR 56600","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=22&t_T2=56600&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2222%20CA%20ADC%20s%2056600%22)&Template=Find","Notify Department of Social Services of conviction of owner of primary care case management plan for medical fraud","1","(b)(2)","","","2023 legislative session and all 2023 regulatory rulemaking","","Government contracting & program participation","Health care","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Indefinite"
"22 CCR 67450.2","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=22&t_T2=67450.2&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2222%20CA%20ADC%20s%2067450.2%22)&Template=Find","Deny permit to own/operate a fixed/transportable hazardous waste treatment unit","1","(a)(2)(D)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Hazardous materials, pesticides, chemicals & waste","Other","Discretionary","Time-limited"
"25 CCR 5020","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=25&t_T2=5020&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2225%20CA%20ADC%20s%205020%22)&Template=Find","Background check for license to manufacture/distribute/deal/sell manufactured homes (conviction of person directing/controlling business)","1","(d) - (g)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Construction, improvement & repair, engineering, plumbing, HVAC, surveying, design & architecture","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"25 CCR 5021","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=25&t_T2=5021&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2225%20CA%20ADC%20s%205021%22)&Template=Find","Background check for license to manufacture/deal/distribute/sell manufactured homes (conviction of person directing/controlling business)","1","(a), (b)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Construction, improvement & repair, engineering, plumbing, HVAC, surveying, design & architecture","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"25 CCR 5025","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=25&t_T2=5025&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%2225%20CA%20ADC%20s%205025%22)&Template=Find","Background check to change ownership of modular home manufacturer/distributor/dealer/sales force (conviction of person directing/controlling business)","1","(a)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Construction, improvement & repair, engineering, plumbing, HVAC, surveying, design & architecture","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"4 CCR 12492","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=4&t_T2=12492&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%224%20CA%20ADC%20s%2012492%22)&Template=Find","Background check for initial interim license as owner-licensee/owner of a bingo manufacturing/distributing/vending business","1","(d)(3) - (4); (e)(3) - (4)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Gaming, lottery & racing","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"4 CCR 8091","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=4&t_T2=8091&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%224%20CA%20ADC%20s%208091%22)&Template=Find","Ineligible for Cal Reuse Brownfield Loan","1","(h)","Conviction self-disclosure requirement:
4 CCR 8092","","2023 legislative session and all 2023 regulatory rulemaking","","Government loans & grants","Hazardous materials, pesticides, chemicals & waste","Other","Mandatory/Automatic","Indefinite"
"4 CCR 8102.1","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=4&t_T2=8102.1&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%224%20CA%20ADC%20s%208102.1%22)&Template=Find","Ineligible for Cal Reuse Infill Grant/Loan","1","(a)(11)","Conviction self-disclosure requirement:
4 CCR 8102.2","","2023 legislative session and all 2023 regulatory rulemaking","","Government loans & grants","Hazardous materials, pesticides, chemicals & waste","Other","Mandatory/Automatic","Indefinite"
"5 CCR 18227","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=5&t_T2=18227&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%225%20CA%20ADC%20s%2018227%22)&Template=Find","Ineligible for reimbursement under Alternative Payment Program as individual child care provider","1","(c)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Child care providers & youth programs","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"8 CCR 12000","https://govt.westlaw.com/calregs/Search/Results?transitionType=Default&contextData=(sc.Default)&t_T1=8&t_T2=12000&t_S1=CA%20ADC%20s&Page=1&query=advanced%3A%20CI(%228%20CA%20ADC%20s%2012000%22)&Template=Find","Background check to act as artists' manager (conviction of owner/officer)","1","(e), (f)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Entertainment, athletics, news & broadcasting","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Cal Bus & Prof Code § 11319.2","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=11319.2","Suspend real estate appraiser license","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Real estate & property","Any felony","Mandatory/Automatic","Indefinite"
"Cal Bus & Prof Code § 11345.2","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=11345.2","Ineligible to act as controlling person for real estate appraisal management company","1","(a)(1); (b)","Background check:
Cal Bus & Prof Code § 11343","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Real estate & property","Any felony","Mandatory/Automatic","Indefinite"
"Cal Bus & Prof Code § 123","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=123","Civil liability (subversion of licensing examination, Department of Consumer Affairs)","1","(a), (b)","","","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Civil litigation & administrative proceedings","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"Cal Bus & Prof Code § 12708","http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=12708","Deny/suspend/revoke weighmaster license","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Weights & measures","Other","Discretionary","Indefinite"
