Citation,Citation URL,Title,Number of Consequences,Relevant Subsections,Related Statutes,Notes,Current Through,Jurisdiction,Consequences,Keywords,Offense Type,Discretion,Duration
"31 Pa. Code § 67b.2","https://www.pacode.com/secure/data/031//chapter67b//s67b.2.html","Ineligible for private passenger nonfleet automobile risk take-out","1","2","Additional offense details:
75 Pa.C.S. § 1535","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Insurance sales & services","Motor vehicle offenses","Mandatory/Automatic","Indefinite"
"31 Pa. Code § 67.33","https://www.pacode.com/secure/data/031//chapter67//s67.33.html","Assess automobile insurance premium surcharge","1","(a)(1)-(4)
(b)(4)","Additional offense details:
75 Pa.C.S. § 1535","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Insurance sales & services","Motor vehicle offenses","Discretionary","Indefinite"
"30 Pa.C.S. § 2501","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=30","Revoke fishing license (certain misuse of property/water offenses)","1","(a)(1),(2)
(b)(1),(2),(3)","0","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Discretionary","Time-limited"
"25 Pa. Code § 271.125","https://www.pacode.com/secure/data/025//chapter271//s271.125.html","Deny municipal waste management permit (conviction of applicant/related parties)","1","(a)(3),(8)","Other triggering offenses:
Violations of Solid Waste Management Act/the environmental protection acts/other acts concerning the storage/collection/treatment/transportation/processing/disposal of solid waste.","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Hazardous materials, pesticides, chemicals & waste","Other","Discretionary","Time-limited"
"237 Pa. Code Part I, Subpt B, Ch 11, Rule 1160","https://www.pacode.com/secure/data/237/chapter11/chap11toc.html","Limit access to juvenile court records (relief)","0","All","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"20 Pa.C.S. § 8802","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=20","Ineligible to inherit from estate (slayer of decedent)","1","All","Additional offense details:
20 Pa.C.S. § 8814
20 Pa.C.S. § 8814.1 (a) 
20 Pa.C.S. § 8801","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Family & domestic rights","Trusts, estates & guardianship","Crimes of violence, including 'person offenses'","Mandatory/Automatic","Indefinite"
"20 Pa.C.S. § 3155","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=20","Ineligible to receive letters testamentary/letters of administration","1","(d)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Family & domestic rights","Trusts, estates & guardianship","Crimes of violence, including 'person offenses'","Mandatory/Automatic","Indefinite"
"18 Pa.C.S. § 9125","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=18","Restrict use of conviction information in employment determinations (relief)","0","(a)
(b)
(c)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"18 Pa.C.S. § 5552","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=18","Seizure of animals used for animal fighting","1","All","Other triggering offenses:
Offenses related to animals fighting 
(see 18 Pa. C.S. § 5543)","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Domestic animals","Other","Mandatory/Automatic","Indefinite"
"10 P.S. § 306","https://codes.findlaw.com/pa/title-10-ps-charities-and-welfare/pa-st-sect-306.html","Ineligible for employment by bingo association","1","(c)","Additional offense details:
10 P.S. § 307

Other triggering offense:
Violation of the Bingo Law
(See 10 P.S. § 301 et seq.)","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Employment & volunteering","Gaming, lottery & racing","Other","Discretionary","Indefinite"
"52 P.S. § 672.7","https://codes.findlaw.com/pa/title-52-ps-mines-and-mining/pa-st-sect-672-7.html","Civil liability for damages related to anthracite coal mining","1","All","Other triggering offense:
Violation of Arthracite Coal Mining Regulation Law
(See 52 P.S. § 672.1 et seq.)","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Mining, drilling, oil, fuel, energy & resource extraction","Other","Mandatory/Automatic","Indefinite"
"42 Pa.C.S. § 6354","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=42","Limited effect of juvenile disposition/adjudication (relief)","0","(a) 
(b)(1)-(4)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Deferred adjudication & diversion","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"42 Pa.C.S. § 6340","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=42","Juvenile consent decree (deferred adjudication) (relief)","0","(a)-(e)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Deferred adjudication & diversion","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"42 Pa.C.S. § 5918","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=42","Limited admissibility of defendant testimony concerning prior convictions (relief)","0","(1)
(2)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"37 Pa. Code § 33.111","https://www.pacode.com/secure/data/037//chapter33//s33.111.html","Background check to purchase handgun/long gun","1","(d)(1)-(5)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Recreational license & participation, including firearms","Firearms, weapons & explosives","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"35 P.S. § 983","https://codes.findlaw.com/pa/title-35-ps-health-and-safety/pa-st-sect-983.html","Revoke permit to sterilize/disinfect mattresses/bedding/upholstery","1","(a)
(d)","Other triggering offense:
Violation of Act 1937-249, P.L. 926 (35 P.S. § 972 et seq.)","Links may direct to unofficial sources where official sources are unavailable

See 18 Pa. Cons. Stat. § 9124 for general limitations on the denial, suspension, or revocation of occupational and professional licensure on the basis of conviction.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Hazardous materials, pesticides, chemicals & waste","Other","Discretionary","Indefinite"
"35 P.S. § 780-119","https://codes.findlaw.com/pa/title-35-ps-health-and-safety/pa-st-sect-780-119.html","Expunge record of certain controlled substance offenses (relief)","0","(a)
(b)","See also:
35 P.S. § 780-102","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"25 Pa.C.S. § 1301","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=25","Ineligible to vote","1","All","See also:
25 Pa.C.S. § 1327
25 P.S. § 3146.1
25 P.S. § 3552","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Political & civic participation","Civil rights & voting","Any felony","Mandatory/Automatic","Time-limited"
"25 Pa. Code § 252.301","https://www.pacode.com/secure/data/025//chapter252//s252.301.html","Ineligible to serve as environmental laboratory supervisor","1","(f)","Other triggering offenses:
Offenses related to the provision of environmental laboratory services or reimbursement for the services","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Employment & volunteering","Laboratories, technicians, research & phlebotomy","Other","Mandatory/Automatic","Indefinite"
"24 P.S. § 13-1333.3","https://codes.findlaw.com/pa/title-24-ps-education/pa-st-sect-13-1333-3.html","Expungement of conviction for violation of compulsory attendance","0","(h)(1)-(2)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"23 Pa.C.S. § 2511","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=23","Terminate parental rights","1","(a)(9)
(b)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Family & domestic rights","Child custody, visitation & parental rights","Crimes of violence, including 'person offenses'","Discretionary","Indefinite"
"20 Pa.C.S. § 3181","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=20","Revoke letters of administration","1","(c)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Family & domestic rights","Trusts, estates & guardianship","Crimes of violence, including 'person offenses'","Discretionary","Indefinite"
"18 Pa.C.S. § 9122","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=18","Expunge record of person over 70 years old (relief)","0","(b)(1)
(b.1)","See also:
18 Pa.C.S. § 9102 (1),(2)","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"18 Pa.C.S. § 6123","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=18","Remove certain firearm disabilities (pardon/federal waiver) (relief)","0","All","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Firearms, weapons & explosives","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"18 Pa.C.S. § 6110.1","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=18","Forfeit firearm (possession by a minor)","1","(a)
(b)(1),(2)
(c)
(d)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Recreational license & participation, including firearms","Firearms, weapons & explosives","Weapons offenses","Mandatory/Automatic","Indefinite"
"10 P.S. § 328.307","https://codes.findlaw.com/pa/title-10-ps-charities-and-welfare/pa-st-sect-328-307.html","Ineligible to lease premises to games of chance licensee","1","(d)(5)","Additional offense details:
10 P.S. § 307
10 P.S. § 328.707

Other triggering offense:
Violation of the Bingo Law
(See 10 P.S. § 301 et seq.)
Violation of the Local Option Small Games of Chance Act
(See 10 P.S. § 328.101 et seq.)","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Gaming, lottery & racing","Other","Mandatory/Automatic","Time-limited"
"77 P.S. § 1039.5","https://codes.findlaw.com/pa/title-77-ps-workers-compensation/pa-st-sect-1039-5.html","Suspend/disbar attorney (insurance fraud/related offenses)","1","(c)","Additional offense details:
77 P.S. § 1039.3 (a)
77 P.S. § 1039.2 (1)-(11)","Links may direct to unofficial sources where official sources are unavailable
See 18 Pa. Cons. Stat. § 9124 for general limitations on the denial, suspension, or revocation of occupational and professional licensure on the basis of conviction.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Lawyers, judges & advocates","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"77 P.S. § 1039.3","https://codes.findlaw.com/pa/title-77-ps-workers-compensation/pa-st-sect-1039-3.html","Suspend/disbar attorney (unlawful payment for referrals)","2","(a)(1),(2)","Other triggering offenses:
Violations of referral fee regulations","Links may direct to unofficial sources where official sources are unavailable

See 18 Pa. Cons. Stat. § 9124 for general limitations on the denial, suspension, or revocation of occupational and professional licensure on the basis of conviction.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Lawyers, judges & advocates","Other","Discretionary","Indefinite"
"75 Pa.C.S. § 7718","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Suspend/revoke vintage snowmobile permit","1","(d)","Additional offense details:
75 Pa.C.S. § 7752 (a)-(d) 

Other triggering offenses:
Violations of law regulating snowmobile/all-terrain vehicles
(See Ch. 77)","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Recreational license & participation, including firearms","Recreational vehicles","Other","Discretionary","Indefinite"
"75 Pa.C.S. § 7711.1","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Suspend/revoke snowmobile/ATV registration","1","(a)(1)-(5)
(b)(1)-(3)
(e)","Additional offense details:
75 Pa.C.S. § 7752 (a)-(d) 

Other triggering offenses:
Violations of snowmobile/ATV laws","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Recreational license & participation, including firearms","Recreational vehicles","Other","Discretionary","Indefinite"
"75 Pa.C.S. § 3808","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Ineligible for unrestricted replacement driver's license","1","(a)(1),(2)
(b)
(c)(1)","See also:
67 Pa. Code § 88.106","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"75 Pa.C.S. § 3807","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Accelerated Rehabilitative Disposition for DUI (deferred adjudication) (relief)","0","(a)(1),(2) 
(b)(1)-(4)
(d)(1)-(4)
(e)(1),(2)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"75 Pa.C.S. § 3805","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Issue ignition interlock restricted driver's license (relief)","0","(a)(1),(2)
(b)
(c)
(d)
(e)
(f)(1),(2)
(g)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"77 P.S. § 511.1","https://codes.findlaw.com/pa/title-77-ps-workers-compensation/pa-st-sect-511-1.html","Suspend worker's compensation benefit payments","1","All","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Government benefits","","Any felony|Any misdemeanor","Discretionary","Time-limited"
"77 P.S. § 1039.5","https://codes.findlaw.com/pa/title-77-ps-workers-compensation/pa-st-sect-1039-5.html","Suspend/revoke health care provider license (insurance fraud/related offenses)","1","(c)","Additional offense details:
77 P.S. § 1039.3 (b)
77 P.S. § 1039.2 (1)-(11)","Links may direct to unofficial sources where official sources are unavailable
See 18 Pa. Cons. Stat. § 9124 for general limitations on the denial, suspension, or revocation of occupational and professional licensure on the basis of conviction.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Health care","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Indefinite"
"77 P.S. § 1039.3","https://codes.findlaw.com/pa/title-77-ps-workers-compensation/pa-st-sect-1039-3.html","Suspend/revoke health care provider license (unlawful payment of referral fees)","1","(b)","Other triggering offenses:
Violations of referral fee regulations","Links may direct to unofficial sources where official sources are unavailable

See 18 Pa. Cons. Stat. § 9124 for general limitations on the denial, suspension, or revocation of occupational and professional licensure on the basis of conviction.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Health care","Other","Mandatory/Automatic","Indefinite"
"75 Pa.C.S. § 7712.2","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Suspend/revoke snowmobile/ATV registration (transfer to/from dealer)","1","(a)
(b)
(c)(1)-(3)
(e)","Other triggering offenses:
Violations of snowmobile/ATV laws","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Recreational license & participation, including firearms","Recreational vehicles","Other","Discretionary","Indefinite"
"75 Pa.C.S. § 6114","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Notify parent/guardian of traffic violation conviction of minor driver's licensee","1","(d)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Registration, publication & notification","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Indefinite"
"75 Pa.C.S. § 1793","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Prohibit increased insurance premiums (relief)","0","2","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"75 Pa.C.S. § 1554","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Issue probationary driver's license (relief)","1","(a)(1),(2)
(b)(1)-(3)
(c) 
(d)(1)-(4)
(e)
(f)(1)-(14)
(g)(1),(2)
(h)(1),(2) 
(i) 
(j)(1)-(5)
(k)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"75 Pa.C.S. § 1543","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Suspend /revoke motor vehicle operating privileges (driving on suspended/revoked license)","2","(c)(1),(2)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"75 Pa.C.S. § 1538","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Suspend driver's license (excessive speeding violation)","1","(d)(1)-(3)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Discretionary","Time-limited"
"75 Pa.C.S. § 1118","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=75","Suspend/cancel vehicle certificate of title","2","(e)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Driving & noncommercial motor vehicles","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Varies","Indefinite"
"72 P.S. § 8276","https://codes.findlaw.com/pa/title-72-ps-taxation-and-fiscal-affairs/pa-st-sect-8276.html","Suspend/revoke cigarette tax license","1","(b)","Other triggering offenses:
Refusal to cooperate with examinations","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Tobacco","Other","Discretionary","Indefinite"
"72 P.S. § 8206.1","https://codes.findlaw.com/pa/title-72-ps-taxation-and-fiscal-affairs/pa-st-sect-8206-1.html","Pay administrative penalty (cigarette/little cigar tax violations)","1","(a)(1)-(3)
(b)(1),(2) 
(c)","Other triggering offenses:
Violations of tax regulations","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Tobacco","Other","Discretionary","Indefinite"
"70 P.S. § 1-602.1","https://codes.findlaw.com/pa/title-70-ps-securities/pa-st-sect-1-602-1.html","Impose special administrative fine","1","(c)(1)(ii)(A)","Other triggering offenses:
Willful violation of state/federal securities/banking/insurance/commodities laws","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Banking, lending, securities & finance","Other","Discretionary","Time-limited"
"67 Pa. Code § 83.3","https://www.pacode.com/secure/data/067//chapter83//s83.3.html","Recall restricted driver's license for visually impaired","1","(c)(1),(2)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Discretionary","Indefinite"
"30 Pa.C.S. § 927","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=30","Forfeit seized fish and devices","1","(a)
(b)","","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Indefinite"
"3 Pa.C.S. § 4158","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=03","Suspend/revoke public weighmaster license","1","(a)(2) 
(b)","Other triggering offense:
Violation of law regulating public weighmasters 
(See 3 Pa.C.S. § 4150)","Links may direct to unofficial sources where official sources are unavailable

See 18 Pa. Cons. Stat. § 9124 for general limitations on the denial, suspension, or revocation of occupational and professional licensure on the basis of conviction.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Weights & measures","Other","Discretionary","Indefinite"
"3 Pa.C.S. § 4151","http://www.legis.state.pa.us/CFDOCS/LEGIS/LI/consCheck.cfm?txtType=HTM&ttl=03","Revoke license to issue public weighmaster certificates","1","(e)","Other triggering offense:
Violation of law regulating public weighmasters 
(See 3 Pa.C.S. § 4150)","Links may direct to unofficial sources where official sources are unavailable

See 18 Pa. Cons. Stat. § 9124 for general limitations on the denial, suspension, or revocation of occupational and professional licensure on the basis of conviction.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Weights & measures","Other","Discretionary","Indefinite"
"3 P.S. § 459-207","https://codes.findlaw.com/pa/title-3-ps-agriculture/pa-st-sect-459-207.html","Ineligible for waiver of certain dog kennel application requirements (class C licensees)","1","(j)(1)","Additional offense details:
3 P.S. § 459-903 

Other triggering offense:
Violation of the Dog Law
(See 3 P.S. § 459-101 et seq.)","Links may direct to unofficial sources where official sources are unavailable","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Domestic animals","Other","Mandatory/Automatic","Time-limited"
