Citation,Citation URL,Title,Number of Consequences,Relevant Subsections,Related Statutes,Notes,Current Through,Jurisdiction,Consequences,Keywords,Offense Type,Discretion,Duration
"Rev. Code Wash. (ARCW) § 9.92.066(2)","http://apps.leg.wa.gov/rcw/default.aspx?cite=9.92.066","Vacation of conviction (termination of suspended sentence) (relief)","0","(2)(a),(b)","Relief:
 Rev. Code Wash. (ARCW) § 9.92.066(1)","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Dismissal, set-aside, vacatur & offense reduction","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Rev. Code Wash. (ARCW) § 9.41.333","http://apps.leg.wa.gov/rcw/default.aspx?cite=9.41.333","Register as felony firearm offender","1","(1)
(2)(d),(e),(f) 
(3) 
(4)
(5)(a),(b)
(6)(a),(b)
(7)","","","2023 legislative session and all 2023 regulatory rulemaking","","Registration, publication & notification","Firearms, weapons & explosives","Weapons offenses","Mandatory/Automatic","Time-limited"
"Rev. Code Wash. (ARCW) § 88.16.090","http://apps.leg.wa.gov/rcw/default.aspx?cite=88.16.090","Ineligible for initial boat pilot/trainee license","1","(1)
(2)(a),(c)","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Maritime & sea vessels","Controlled substances offenses","Mandatory/Automatic","Time-limited"
"Rev. Code Wash. (ARCW) § 82.26.230","http://apps.leg.wa.gov/rcw/default.aspx?cite=82.26.230","Forfeit tobacco products (conviction for selling tobacco without a license)","1","(1)","See also:
Rev. Code Wash. (ARCW) § 82.26.190 (1)","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Tobacco","Other","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 79A.60.480","http://apps.leg.wa.gov/rcw/default.aspx?cite=79A.60.480","Ineligible for whitewater river outfitter's license (conviction for related crime)","1","(1)
(2)(e)","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Other","Mandatory/Automatic","Time-limited"
"Rev. Code Wash. (ARCW) § 77.32.570","http://apps.leg.wa.gov/rcw/default.aspx?cite=77.32.570","Background check for master hunter permit","1","(1)
(2)","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Rev. Code Wash. (ARCW) § 77.15.690","http://apps.leg.wa.gov/rcw/default.aspx?cite=77.15.690","Revoke hunting/fishing license/tag/stamp/permit (conviction for any violation of fish/game laws)","1","(1)
(2)
(3)","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Recreational license offenses","Discretionary","Time-limited"
"Rev. Code Wash. (ARCW) § 77.15.435","http://apps.leg.wa.gov/rcw/default.aspx?cite=77.15.435","Suspend/revoke hunting license/tag/privilege (conviction for hunting on another's property)","1","(1)
(3)
(4)","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Time-limited"
"Rev. Code Wash. (ARCW) § 77.15.198","http://apps.leg.wa.gov/rcw/default.aspx?cite=77.15.198","Deny/revoke trapping license","2","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Varies"
"Rev. Code Wash. (ARCW) § 19.230.230","http://apps.leg.wa.gov/rcw/default.aspx?cite=19.230.230","Deny/suspend/revoke authorized delegate designation","1","(1)(d)","See also:
Rev. Code Wash. (ARCW) § 19.230.010","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Money services & check cashing","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 18.108.085","http://apps.leg.wa.gov/rcw/default.aspx?cite=18.108.085","Deny/revoke massage practitioner license","2","(3)","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Massage, acupuncture & alternative medicine","Sex offenses","Mandatory/Automatic","Varies"
"Rev. Code Wash. (ARCW) § 14.20.090","http://apps.leg.wa.gov/rcw/default.aspx?cite=14.20.090","Ineligible for aircraft dealer's license (related conviction)","1","All","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Aviation & airports","Other","Mandatory/Automatic","Time-limited"
"Rev. Code Wash. (ARCW) § 13.40.570","http://apps.leg.wa.gov/rcw/default.aspx?cite=13.40.570","Ineligible for state employment (conviction for sex crime against a juvenile offender)","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Public employment","Sex offenses","Mandatory/Automatic","Indefinite"
"Rev. Code Wash. (ARCW) § 13.40.215","http://apps.leg.wa.gov/rcw/default.aspx?cite=13.40.215","Ineligible to attend school with victim/sibling of victim (conviction of juvenile for sex offense)","1","5","0","","2023 legislative session and all 2023 regulatory rulemaking","","Education","Education & schools","Sex offenses","Mandatory/Automatic","Indefinite"
"Rev. Code Wash. (ARCW) § 51.48.040","http://apps.leg.wa.gov/rcw/default.aspx?cite=51.48.040","Bar from questioning correctness of Department of Labor and Industries assessment (collateral estoppel in proceedings challenging assessments for which records were not produced)","1","(1)
(3)","","","2023 legislative session and all 2023 regulatory rulemaking","","Judicial Rights","Civil litigation & administrative proceedings","Other","Mandatory/Automatic","Indefinite"
"Rev. Code Wash. (ARCW) § 48.17.540","http://apps.leg.wa.gov/rcw/default.aspx?cite=48.17.540","Deny/suspend/revoke insurance/related/surplus line broker license (conviction for felony demonstrating untrustworthiness)","1","(1)
(2)(a),(b)
(3)
(4)","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Insurance sales & services","Any felony","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 48.17.173","http://apps.leg.wa.gov/rcw/default.aspx?cite=48.17.173","Background check for nonresident insurance producer's license","1","(1)
(2)","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Insurance sales & services","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"WAC § 246-338-026","http://apps.leg.wa.gov/wac/default.aspx?cite=246-338-026","Notify Department of Health (conviction of medical test site owner)","1","(6)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Health care","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Indefinite"
"Rev. Code Wash. (ARCW) § 46.61.740","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.61.740","Suspend driver's license (fuel theft)","1","(1)
(2)","","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Time-limited"
"Rev. Code Wash. (ARCW) § 46.61.500","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.61.500","Suspend driver's license (reckless driving)","1","(2)(a),(b)","0","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Indefinite"
"Rev. Code Wash. (ARCW) § 46.44.175","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.44.175","Deny/suspend permit to move mobile home on public highways","1","(1)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Transportation & commercial motor vehicles","Motor vehicle offenses","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 46.44.105","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.44.105","Suspend vehicle registration (violating weighing requirements after reporting vehicle as disabled)","1","4","0","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Transportation & commercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Indefinite"
"WAC § 212-80-205","http://apps.leg.wa.gov/wac/default.aspx?cite=212-80-205","Deny/suspend/revoke fire protection sprinkler system competency holder certificate","1","(1),(2)","See also Rev. Code Wash. (ARCW) § 18.160.080(1)","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Emergency services, management & fire","Any felony","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 46.20.355","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.20.355","Probationary license for suspension/revocation of license after DUI (driving) (relief)","1","(1)
(2)
(3) (4)","0","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Rev. Code Wash. (ARCW) § 46.20.267","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.20.267","Suspend intermediate license (conviction of minor for traffic offense)","1","(1)
(2)
(3)","","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"Rev. Code Wash. (ARCW) § 43.43.730","http://apps.leg.wa.gov/rcw/default.aspx?cite=43.43.730","Correct erroneous criminal record (relief)","0","(1)
(2)","","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Dismissal, set-aside, vacatur & offense reduction","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"WAC § 365-230-190","http://apps.leg.wa.gov/wac/default.aspx?cite=365-230-190","Deny certification to perform lead-based paint activities","1","(1)
(2)","See also Rev. Code Wash. (ARCW) § 70.103.080","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Hazardous materials, pesticides, chemicals & waste","Other","Discretionary","Indefinite"
"WAC § 315-04-065","http://apps.leg.wa.gov/wac/default.aspx?cite=315-04-065","Background check for promotional lottery license","1","(2)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Gaming, lottery & racing","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"WAC § 308-83-140","http://apps.leg.wa.gov/wac/default.aspx?cite=308-83-140","Background check for employment as limousine chauffeur","1","(1)
(2)(d)","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Transportation & commercial motor vehicles","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Rev. Code Wash. (ARCW) § 10.105.010","http://apps.leg.wa.gov/rcw/default.aspx?cite=10.105.010","Forfeit property used to commit a crime (felony conviction)","1","(1)
(2)(a)-(d)
(3)
(4)
(5)
(6)(a),(b)
(7)(a),(b),(c)","","","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Real estate & property","Any felony","Discretionary","Indefinite"
"WAC § 296-200A-300","http://apps.leg.wa.gov/wac/default.aspx?cite=296-200A-300","Administrative fine (infractions by construction contractor)","1","(3)(a),(b)
","","","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Construction, improvement & repair, engineering, plumbing, HVAC, surveying, design & architecture","Other","Mandatory/Automatic","Indefinite"
"Rev. Code Wash. (ARCW) § 69.50.505","http://apps.leg.wa.gov/rcw/default.aspx?cite=69.50.505","Forfeit property used to manufacture/earned from controlled substances","1","(1)(a)-(h)
(2)(a)-(d)
(3)
(4)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Real estate & property","Controlled substances offenses","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 66.36.010","http://apps.leg.wa.gov/rcw/default.aspx?cite=66.36.010","Res judicata/collateral estoppel in nuisance action (alcohol offenses)","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Judicial Rights","Civil litigation & administrative proceedings","Controlled substances offenses","Mandatory/Automatic","Indefinite"
"Rev. Code Wash. (ARCW) § 66.24.025","http://apps.leg.wa.gov/rcw/default.aspx?cite=66.24.025","Background check for transfer of liquor license from deceased spouse","1","(1)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Alcohol permits, licenses & sales","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Rev. Code Wash. (ARCW) § 51.48.040","http://apps.leg.wa.gov/rcw/default.aspx?cite=51.48.040","Revoke employer certificate of industrial insurance coverage","1","(1)
(3)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Insurance sales & services","Other","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 48.15.070","http://apps.leg.wa.gov/rcw/default.aspx?cite=48.15.070","Background check for surplus line broker license","1","(1)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Insurance sales & services","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Rev. Code Wash. (ARCW) § 47.42.090","http://apps.leg.wa.gov/rcw/default.aspx?cite=47.42.090","Revoke permit to erect signs along highways","1","All","See also WAC § 468-66-220","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Government procurement contracts & programs","Other","Discretionary","Indefinite"
"WAC § 246-16-820","http://apps.leg.wa.gov/wac/default.aspx?cite=246-16-820","Suspend/revoke health care provider license (conviction for sexual misconduct)","1","All","","See Wash. Rev. Code § 9.96A.020 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Health care","Sex offenses","Discretionary","Time-limited"
"Rev. Code Wash. (ARCW) § 46.52.020","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.52.020","Revoke driver's license (failure to stop for an accident)","1","(6)","","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Indefinite"
"WAC § 212-17-21505","http://apps.leg.wa.gov/wac/default.aspx?cite=212-17-21505","Suspend/revoke fireworks retailer permit","1","(10)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Firearms, weapons & explosives","Other","Discretionary","Indefinite"
"Rev. Code Wash. (ARCW) § 46.20.720","http://apps.leg.wa.gov/rcw/default.aspx?cite=46.20.720","Install ignition lock (DUI offenses)","1","(3)(a),(b),(c) 
(4)(a)","0","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"Wash. Const. Art. III, § 9","http://leg.wa.gov/LawsAndAgencyRules/pages/constitution.aspx","Pardon authority of Governor (relief)","0","All","See also:
Wash. Const. Art. III, § 9
Wash. Const. Art. III, § 11","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"WAC 67-16-040.","http://apps.leg.wa.gov/wac/default.aspx?cite=67-16-040","Background chekc for employment providing services to blind (including volunteers)","1","(1)","See also:
RCW 43.43.830 through 43.43.842","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Health care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"WAC § 204-95-030","http://apps.leg.wa.gov/wac/default.aspx?cite=204-95-030","Background check for limousine carrier business license","1","(2)","See also Rev. Code Wash. (ARCW) § 46.72A.100","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Transportation & commercial motor vehicles","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
