Citation,Citation URL,Title,Number of Consequences,Relevant Subsections,Related Statutes,Notes,Current Through,Jurisdiction,Consequences,Keywords,Offense Type,Discretion,Duration
"CMR 29-250-008","https://www.maine.gov/sos/cec/rules/29/chaps29.htm","Reinstate motor vehicle license with installation of ignition interlock device (relief)","0","Sec. 9 (1)-(5)","See also:
29-A M.R.S. § 2411
29-A M.R.S. § 2453","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"CMR 16-633-012","https://www.maine.gov/sos/cec/rules/16/chaps16.htm","Background check for license granted by gambling control board","1","All","","See Me. Rev. Stat. Ann. tit. 5, § 5301 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Gaming, lottery & racing","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"CMR 09-137-020","https://www.maine.gov/sos/cec/rules/09/chaps09.htm","Ineligible for taxidermy license","1","(20.04)(1)","Other triggering offenses:
Offenses related to the practice of taxidermy
","See Me. Rev. Stat. Ann. tit. 5, § 5301 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Other","Mandatory/Automatic","Indefinite"
"CMR 06-096-424","https://www.maine.gov/sos/cec/rules/06/chaps06.htm","Suspend/deny/revoke certification as lead professional","1","Sec. 2(G)(1)","Other triggering offenses:
Offenses related to lead-based paint activities
","See Me. Rev. Stat. Ann. tit. 5, § 5301 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Hazardous materials, pesticides, chemicals & waste","Other","Discretionary","Indefinite"
"8 M.R.S. § 416-A","http://legislature.maine.gov/legis/statutes/8/title8sec416-A.html","Withhold child support arrearages from tri-state lottery winnings","1","(1)(C)(5)(d)
(10)","Additional offense details:
17-A M.R.S. § 552","","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Gaming, lottery & racing","Child Support offenses","Mandatory/Automatic","Indefinite"
"8 M.R.S. § 1066","http://legislature.maine.gov/legis/statutes/8/title8sec1066.html","Withhold slot machine/table game winnings to pay child support debt","1","All","Additional offense details:
17-A M.R.S. § 552","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Gaming, lottery & racing","Child Support offenses","Mandatory/Automatic","Indefinite"
"7 M.R.S. § 1015","http://legislature.maine.gov/legis/statutes/7/title7sec1015.html","Ineligible for license to buy/sell potatoes (convictions of applicant/officer/director/partner/member)","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Agriculture, livestock & food","Any felony","Mandatory/Automatic","Time-limited"
"38 M.R.S. § 124","http://legislature.maine.gov/legis/statutes/38/title38sec124.html","Impose civil liability (for unlawful taking of ballast)","1","All","Other triggering offenses:
Offenses related to unlawful disposal/taking of ballast
","","2023 legislative session and all 2023 regulatory rulemaking","","Judicial Rights|Civil fines, liability, forfeiture & property rights","","Other","Discretionary","Indefinite"
"36 M.R.S. § 4362-A","http://legislature.maine.gov/legis/statutes/36/title36sec4362-A.html","Suspend/revoke cigarette distributor license","1","All","Other triggering offenses:
Offenses related to cigarette tax/licensing
","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Tobacco","Other","Discretionary","Indefinite"
"36 M.R.S. § 4305","http://legislature.maine.gov/legis/statutes/36/title36sec4305.html","Suspend/revoke wild blueberries processor/shipper certification","1","(1), (4), (5)","Additional offense details:
36 M.R.S. § 4316

Other triggering offenses:
Offenses related to record keeping
","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Agriculture, livestock & food","Other","Mandatory/Automatic","Time-limited"
"34-A M.R.S. § 5210","http://legislature.maine.gov/legis/statutes/34-A/title34-Asec5210.html","Recommend for pardon/reprieve/commutation (relief)","0","All","","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"32 M.R.S. § 14021","http://legislature.maine.gov/legis/statutes/32/title32sec14021.html","Background check for real property appraiser/trainee certification/temporary license","1","(7)","","See Me. Rev. Stat. Ann. tit. 5, § 5301 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2023 legislative session and all 2023 regulatory rulemaking","","Occupational & professional licensure & certification","Real estate & property","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"30-A M.R.S. § 472","http://legislature.maine.gov/legis/statutes/30-A/title30-Asec472.html","Background check for municipal volunteer parking enforcement program (self-disclosure)","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Government contracting & program participation","Law enforcement, corrections & public safety","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"30-A M.R.S. § 471","http://legislature.maine.gov/legis/statutes/30-A/title30-Asec471.html","Background check for county volunteer parking enforcement program (self-disclosure)","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Government contracting & program participation","Law enforcement, corrections & public safety","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"29-A M.R.S. § 1311","http://legislature.maine.gov/legis/statutes/29-A/title29-Asec1311.html","Suspend intermediate/restricted motor vehicle license","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"29-A M.R.S. § 1108","http://legislature.maine.gov/legis/statutes/29-A/title29-Asec1108.html","Deny/suspend/revoke motor vehicle recycler license","1","(1)(F)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Motor vehicle sales & service","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"32 M.R.S. § 14047","http://legislature.maine.gov/legis/statutes/32/title32sec14047.html","Background check to serve as a controlling person in an appraisal management company","1","All","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Real estate & property","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
