Citation,Citation URL,Title,Number of Consequences,Relevant Subsections,Related Statutes,Notes,Current Through,Jurisdiction,Consequences,Keywords,Offense Type,Discretion,Duration
"D.C. Code § 31-1631.05","https://code.dccouncil.us/dc/council/code/sections/31-1631.05.html","Forfeit surety bond (for conviction of public insurance adjuster for fraud/unfair business practices)","1","All","Background check:
D.C. Code § 31-632","","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Insurance sales & services","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Mandatory/Automatic","Indefinite"
"D.C. Code § 24-906","https://code.dccouncil.us/dc/council/code/sections/24-906.html","Set aside juvenile conviction (relief)","0","All","","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Dismissal, set-aside, vacatur & offense reduction","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 23-1901","https://code.dccouncil.us/dc/council/code/sections/23-1901.html","Notify crime victim of conviction/sentence/release","1","(b)(7)","","","2022 legislative session and all 2022 regulatory rulemaking","","Registration, publication & notification","","Any felony|Any misdemeanor","Mandatory/Automatic","Indefinite"
"D.C. Code § 23-1111","https://code.dccouncil.us/dc/council/code/sections/23-1111.html","Disbar attorney (violation related to bondsmen)","1","All","Other triggering offenses:
Offenses related to the practice as bondsman","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Lawyers, judges & advocates","Other","Mandatory/Automatic","Indefinite"
"D.C. Code § 22-3902","https://code.dccouncil.us/dc/council/code/sections/22-3902.html","Notify victim of results of HIV test","1","(a), (c)","Additional offense details:
D.C. Code § 22-3901(1), (4)","","2022 legislative session and all 2022 regulatory rulemaking","","Registration, publication & notification","","Crimes of violence, including 'person offenses'|Sex offenses","Mandatory/Automatic","Indefinite"
"D.C. Code § 22-2306","https://code.dccouncil.us/dc/council/code/sections/22-2306.html","Notify public/private social service agencies of panhandling conviction","1","All","Additional offense details:
D.C. Code § 22-2302

Other triggering offenses:
Offenses related to panhandling","","2022 legislative session and all 2022 regulatory rulemaking","","Registration, publication & notification","Social work & child welfare","Other","Mandatory/Automatic","Indefinite"
"D.C. Code § 16-802","https://code.dccouncil.us/dc/council/code/sections/16-802.html","Seal criminal records not leading to conviction (relief)","0","All","See also:
D.C. Code § 16-806","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 1-623.24","https://code.dccouncil.us/dc/council/code/sections/1-623.24.html","Modify public sector workers' compensation benefits","1","(a)
(d)(1), (2)
(d)(3)(D)
(f)","","","2022 legislative session and all 2022 regulatory rulemaking","","Government benefits|Government benefits","","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"D.C. Code § 11-1906","https://code.dccouncil.us/dc/council/code/sections/11-1906.html","Ineligible to serve as juror","1","(2)(B)","","","2022 legislative session and all 2022 regulatory rulemaking","","Political & civic participation","Jury service","Any felony","Mandatory/Automatic","Time-limited"
"CDCR 29-4006","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=29-4006","Discharge from employment at social services grant recipient","1","4006.1(d)(2)
4006.1(e), (f)","See also:
CDCR 29-4099(4099.1)","","2022 legislative session and all 2022 regulatory rulemaking","","Employment & volunteering","Social work & child welfare","Controlled substances offenses","Discretionary","Indefinite"
"CDCR 25-A4719","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=25-A4719","Suspend/revoke food establishment license","1","4719.1","Additional offense details:
CDCR 25-B3525(3525.1)

Other triggering offenses:
Offenses related to retail food","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Agriculture, livestock & food","Other","Discretionary","Indefinite"
"D.C. SCR-Juvenile Rule 118","https://www.dccourts.gov/superior-court/rules","Seal juvenile adjudication records (relief)","0","(b)","See also:
D.C. Code § 16-2335","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. SCR-Civil Rule 205","https://www.dccourts.gov/superior-court/rules","Deny name change application","1","(b)(1)(K),
(b)(4)
","Conviction self-disclosure requirement:
D.C. SCR-Civil Form CA 111","","2022 legislative session and all 2022 regulatory rulemaking","","Judicial Rights","Civil litigation & administrative proceedings","Any felony","Discretionary","Indefinite"
"D.C. Ct. App. Form 6","https://www.dccourts.gov/superior-court/rules","Background check for relief from an order of detention (self-disclosure)","1","(7), (8), (12), (13)","","","2022 legislative session and all 2022 regulatory rulemaking","","Judicial Rights","Civil litigation & administrative proceedings","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"D.C. Code § 7-1721.05","https://code.dccouncil.us/dc/council/code/sections/7-1721.05.html","Suspend/revoke license to sell cigarettes (distribution in unauthorized packages)","2","d","Additional offense details:
D.C. Code § 47-2404(a)","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Tobacco","Controlled substances offenses","Varies","Indefinite"
"D.C. Code § 47-4431","https://code.dccouncil.us/dc/council/code/sections/47-4431.html","Forfeit tax refund (child support arrearages)","1","(c)(1)-(d)","Additional offense details:
D.C. Code § 46-225.02

Relief:
D.C. Code § 47-4433","","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Tax penalties & benefits","Child Support offenses","Discretionary","Indefinite"
"D.C. Code § 47-2704","https://code.dccouncil.us/dc/council/code/sections/47-2704.html","Suspend temporarily public auction permit/license","1","All","Additional offense details:
D.C. Code § 47-2707
Other triggering offenses:
Offenses related to the practice of public auction","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Sales & service (general)","Other","Mandatory/Automatic","Indefinite"
"D.C. Code § 31-2502.39","https://code.dccouncil.us/dc/council/code/sections/31-2502.39.html","Impose civil liability for unauthorized insurance policies/companies","1","All","See also:
D.C. Code § 31-2502.40

Other triggering offenses:
Offenses related to unauthorized fire/casualty/marine insurance","","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Insurance sales & services","Other","Mandatory/Automatic","Indefinite"
"D.C. Code § 24-1304","https://code.dccouncil.us/dc/council/code/sections/24-1304.html","Issue certificate of good standing (relief)","0","All","","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Limitations on imposition of collateral consequences","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 23-1902","https://code.dccouncil.us/dc/council/code/sections/23-1902.html","Notify victim of plea of guilty/form of release/death of offender","1","(c)(2)(F)
(d)","","","2022 legislative session and all 2022 regulatory rulemaking","","Registration, publication & notification","","Any felony|Any misdemeanor","Mandatory/Automatic","Indefinite"
"D.C. Code § 16-803","https://code.dccouncil.us/dc/council/code/sections/16-803.html","Seal public criminal records (relief)","0","All","See also:
D.C. Code § 16-801
D.C. Code § 16-803.02
D.C. Code § 16-806","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 1-301.76","https://code.dccouncil.us/dc/council/code/sections/1-301.76.html","Mayoral pardon of offenses against the late corporation of Washington (relief)","0","All","","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"CDCR 5-A8011","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=5-A8011","Background check for educational institution agent license","1","8011.1
8011.2(c)","","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Education & schools","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"CDCR 5-A2823","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=5-A2823","Background check for employment at a nonpublic special education school/program","1","2823.4, 2823.5","","","2022 legislative session and all 2022 regulatory rulemaking","","Employment & volunteering","Education & schools","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"CDCR 30-612","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=30-612","Forfeit lottery winnings (child support arrearages)","1","All","Additional offense details:
D.C. Code § 46-225.02

See also:
CDCR 30-207(207.6)(a), (h)","","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Gaming, lottery & racing","Child Support offenses","Mandatory/Automatic","Indefinite"
"CDCR 25-F1113","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=25-F1113","Suspend/revoke tanning facility license","1","1113.1","Additional offense details:
CDCR 25-F1116(1116.1)

Other triggering offenses:
Offenses related to tanning facilities","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Cosmetology, barbering, electrology, tattooing & body art","Other","Discretionary","Indefinite"
"CDCR 16-211","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=16-211","Revoke money lender's license","1","211.2","See also:
D.C., money lending offenses
Other triggering offenses:
Offenses related to money loan","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Banking, lending, securities & finance","Other","Mandatory/Automatic","Indefinite"
"CDCR 17-8501","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=17-8501","Background check for health profession license/registration/certification","1","All","See also:
CDCR 17-8599(8599.1)","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Health care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"CDCR 17-7000","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=17-7000","Background check for social work license","1","7000.3","See also:
CDCR 17-8501","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Social work & child welfare","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"D.C. Code § 25-772","https://code.dccouncil.us/dc/council/code/sections/25-772.html","Forfeit unlawfully imported alcoholic beverages","1","(d)","0","","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Alcohol permits, licenses & sales","Controlled substances offenses","Mandatory/Automatic","Indefinite"
"D.C. Code § 25-1002","https://code.dccouncil.us/dc/council/code/sections/25-1002.html","Expunge record of alcohol conviction (relief)","","(c)(4)","","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 25-1002","https://code.dccouncil.us/dc/council/code/sections/25-1002.html","Diversion program for underage drinking (relief)","0","(c)(2)-(3)
(e)(3)","0","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Deferred adjudication & diversion","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 24-211.07","https://code.dccouncil.us/dc/council/code/sections/24-211.07.html","Comply with immigration detention request upon inmate","2","All","Additional offense details:
D.C. Code § 23-1331(3), (4)","","2022 legislative session and all 2022 regulatory rulemaking","","Government benefits","Civil litigation & administrative proceedings","Crimes of violence, including 'person offenses'","Discretionary","Varies"
"D.C. Code § 24-1351","https://code.dccouncil.us/dc/council/code/sections/24-1351.html","Limit use of criminal record in suit against employer (relief)","0","All","","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Limitations on imposition of collateral consequences","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 16-2318","https://code.dccouncil.us/dc/council/code/sections/16-2318.html","Limit effect of juvenile adjudication (relief)","0","All","","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Limitations on imposition of collateral consequences","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 16-2307","https://code.dccouncil.us/dc/council/code/sections/16-2307.html","Background check to transfer juvenile to adult court","1","(a)
(d)(2)(A)
(e)(2)","0","","2022 legislative session and all 2022 regulatory rulemaking","","Judicial Rights","Civil litigation & administrative proceedings","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"D.C. Code § 16-1026","https://code.dccouncil.us/dc/council/code/sections/16-1026.html","Expunge record of parental kidnapping conviction (relief)","0","All","","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"CDCR 24-2338","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=24-2338","Background check for license to carry a concealed pistol","1","2338.1
2338.2(g)","","","2022 legislative session and all 2022 regulatory rulemaking","","Recreational license & participation, including firearms","Firearms, weapons & explosives","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"CDCR 17-2204","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=17-2204","Background check for coal dealer license (self-disclosure)","1","2204.1
2204.2
2204.3(e)","","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Mining, drilling, oil, fuel, energy & resource extraction","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"CDCR 14-206","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=14-206","Deny/suspend/revoke housing basic business license","1","206.3(a)
206.4","See also:
CDCR 14-200","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Real estate & property","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"CDCR 17-2010","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=17-2010","Deny/suspend/revoke private investigator license","1","2010.1(c)
2010.2","Additional offense details:
D.C. Code, § 47-2839","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Private security, investigation & locksmiths","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"D.C. SCR-Juvenile Rule 55","https://www.dccourts.gov/superior-court/rules","Publish juvenile case records","1","(a)(1)
(a)(2)(A), (C), (D)
(a)(3)(A), (C)","","","2022 legislative session and all 2022 regulatory rulemaking","","Registration, publication & notification","","Any felony|Any misdemeanor","Mandatory/Automatic","Indefinite"
"D.C. SCR-General Family Rule P","https://www.dccourts.gov/superior-court/rules","Seal juvenile adjudication records (relief)","0","(a)
(g)(1)","See also:
D.C. Code § 16-2335","","2022 legislative session and all 2022 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"D.C. Code § 9-1115.03","https://code.dccouncil.us/dc/council/code/sections/9-1115.03.html","Impose lien on vehicle for failure/refusal to pay toll (Woodrow Wilson Bridge and Tunnel Compact)","1","Title II, Art. XIII (59)","","","2022 legislative session and all 2022 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Conditional"
"D.C. Code § 8-2204","https://code.dccouncil.us/dc/council/code/sections/8-2204.html","Ineligible for wildlife control operator license","1","(a), (c)","See also:
CDCR 19-1570(1570.2)(b)

Other triggering offenses:
Offenses related to wildlife
Offenses related to animal cruelty","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Wildlife, fish & game","Other","Mandatory/Automatic","Time-limited"
"D.C. Code § 7-1721.02","https://code.dccouncil.us/dc/council/code/sections/7-1721.02.html","Suspend/revoke license to sell cigarettes","2","(d)","Additional offense details:
D.C. Code § 47-2404(a)","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Tobacco","Controlled substances offenses","Varies","Indefinite"
"D.C. Code § 6-1407.01","https://code.dccouncil.us/dc/council/code/sections/6-1407.01.html","Deny building permit","1","(1)","Other triggering offenses:
Offenses related to Construction Code/zoning regulation","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Real estate & property","Other","Discretionary","Time-limited"
"D.C. Code § 50-505","https://code.dccouncil.us/dc/council/code/sections/50-505.html","Suspend/revoke motor vehicle dealer license for failure to provide used motor vehicle notices","2","(a)
(b)(1)-(2)","0","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","Motor vehicle sales & service","Crimes involving fraud, dishonesty, misrepresentation or money-laundering","Discretionary","Indefinite"
"D.C. Code § 48-1103","https://code.dccouncil.us/dc/council/code/sections/48-1103.html","Revoke commercial retail/wholesale establishment license for possession/sale of specified drug paraphernalia","1","(d)","","","2022 legislative session and all 2022 regulatory rulemaking","","Business licensure & participation","General business & occupational license restrictions (various unrelated licenses)","Controlled substances offenses","Mandatory/Automatic","Indefinite"
"D.C. Code § 4-1501.05a","https://code.dccouncil.us/dc/council/code/sections/4-1501.05a.html","Ineligible for employment/volunteering with youth service provider (permanent for sex crimes with minors)","1","All","Background check:
D.C. Code § 4-1501.03
D.C. Code § 4-1501.04
D.C. Code § 4-1501.05(c)(5)
D.C. Code § 4-1501.05(e)

See also:
D.C. Code § 4-1501.02(4)","","2022 legislative session and all 2022 regulatory rulemaking","","Employment & volunteering","Child care providers & youth programs","Sex offenses","Mandatory/Automatic","Indefinite"
"CDCR 5-A8011","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=5-A8011","Revoke educational institution agent license","1","8011.1, 8011.8","","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Education & schools","Any felony","Mandatory/Automatic","Indefinite"
"CDCR 4-1002","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=4-1002","Deny real property lease/rental agreement","1","1002.7","Additional offense details:
21 USCS § 802(6)","","2022 legislative session and all 2022 regulatory rulemaking","","Housing & residency","Real estate & property","Controlled substances offenses","Discretionary","Indefinite"
"CDCR 29-1639","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=29-1639","Background check to be a foster parent of a foster home study","1","1639.1
1639.4(t)","","","2022 legislative session and all 2022 regulatory rulemaking","","Family & domestic rights","Adoption & foster care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"CDCR 26-C2902","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=26-C2902","Ineligible to be lender for collateral support program (conviction of principal of lender)","1","2902.1
2902.2(d)","Additional offense details:
34 USCS § 20911","","2022 legislative session and all 2022 regulatory rulemaking","","Government contracting & program participation","Credit, debt services, bankruptcy & repossession","Sex offenses","Mandatory/Automatic","Indefinite"
"CDCR 22-B8006","https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=22-B8006","Discharge from employment at public health grant recipient","1","8006.1(d)(2)
(e), (f)","See also:
CDCR 29-4099(4099.1)","","2022 legislative session and all 2022 regulatory rulemaking","","Employment & volunteering","Health care","Controlled substances offenses","Discretionary","Indefinite"
"D.C. Code § 31-1131.06","https://code.dccouncil.us/dc/council/code/sections/31-1131.06.html","Ineligible for resident insurance producer license","1","(a)(2)","Additional offense details:
D.C. Code § 31-1131.12(a)(6)

Background check:
D.C. Code § 31-1131.06a
D.C. Code § 31-632","See D.C. Code §§ 47-2853.17 & 3-1205.03 for general limitations on the use of convictions as the basis for denial of occupational or professional licensure.","2022 legislative session and all 2022 regulatory rulemaking","","Occupational & professional licensure & certification","Insurance sales & services","Any felony","Mandatory/Automatic","Indefinite"
"D.C. Code § 28-5304","https://code.dccouncil.us/dc/council/code/sections/28-5304.html","Impose civil penalties (offenses related to immigration services protection)","1","All","Additional offense details:
D.C. Code § 28-5301 et seq.

Other triggering offenses:
Offenses related to immigration services protection","","2022 legislative session and all 2022 regulatory rulemaking","","Judicial Rights|Civil fines, liability, forfeiture & property rights","","Other","Discretionary","Indefinite"
