Citation,Citation URL,Title,Number of Consequences,Relevant Subsections,Related Statutes,Notes,Current Through,Jurisdiction,Consequences,Keywords,Offense Type,Discretion,Duration
"Tenn. Comp. R. & Regs. R. 0940-05-38-.07","https://publications.tnsosfiles.com/rules/0940/0940.htm","Background check for employment as personal support services worker","1","(1)(c),(e)
(2)(c),(e)","See also:
Tenn. Comp. R. & Regs. R. 0940-05-38-.09 (1),(5)","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Health care","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Tenn. Code Ann. § 57-5-504","https://codes.findlaw.com/tn/title-57-intoxicating-liquors/tn-code-sect-57-5-504.html","Restrict transferees right to acquire wholesale business without supplier's written consent","1","(a)
(b)
(c)(1)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Alcohol permits, licenses & sales","Any felony","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 57-5-103","https://codes.findlaw.com/tn/title-57-intoxicating-liquors/tn-code-sect-57-5-103.html","Background check for permit to sell/distribute/manufacture/store beer","1","(a)(1),(2) 
(e)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Alcohol permits, licenses & sales","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Tenn. Code Ann. § 56-11-103","https://codes.findlaw.com/tn/title-56-insurance/tn-code-sect-56-11-103.html","Background check to merge with/acquire control of an insurance company","1","(a)(1),(5) 
(b)(1)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Insurance sales & services","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Tenn. Code Ann. § 7-3-402","https://codes.findlaw.com/tn/title-7-consolidated-governments-and-local-governmental-functions-and-entities/tn-code-sect-7-3-402.html","Ineligible for residential restitution program","1","All","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Political & civic participation","Housing benefits & programs","Any felony","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 55-12-140","https://codes.findlaw.com/tn/title-55-motor-and-other-vehicles/tn-code-sect-55-12-140.html","Ineligible for vehicle registration renewal (failure to prove financial responsibility)","1","(a)
(b)","Relief:
Tenn. Code Ann. § 55-12-239(b) 

Additional offense details:
Tenn. Code Ann. § 55-12-139 (c )","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Conditional"
"Tenn. Code Ann. § 70-6-201","https://codes.findlaw.com/tn/title-70-wildlife-resources/tn-code-sect-70-6-201.html","Forfeit wildlife game/equipment","1","(a)","Additional offense details:
Tenn. Code Ann. § 70-6-103 (a),(b)","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Civil fines, liability, forfeiture & property rights","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 55-10-417","https://codes.findlaw.com/tn/title-55-motor-and-other-vehicles/tn-code-sect-55-10-417.html","Ignition interlock device (court ordered)","0","(a)(1),(2),(3)
(k)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Tenn. Code Ann. § 55-10-409","https://codes.findlaw.com/tn/title-55-motor-and-other-vehicles/tn-code-sect-55-10-409.html","Restricted driver's license/ignition interlock device","0","(a)(1),(2)
(b)(1),(2)
(c)(1),(2),(3)
(d)(1),(2)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Driving & noncommercial motor vehicles","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Tenn. Code Ann. § 67-1-102","https://codes.findlaw.com/tn/title-67-taxes-and-licenses/tn-code-sect-67-1-102.html","Background check for employment with the department of revenue","1","(b)(7)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Tax penalties & benefits","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Tenn. Code Ann. § 47-25-1302","https://codes.findlaw.com/tn/title-47-commercial-instruments-and-transactions/tn-code-sect-47-25-1302.html","Restrict retailer the right to challenge retail agreement modifications for good cause (repurchase of terminated franchise inventory) (felony conviction)","1","(a)(5)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Business contracts (private) & dissolution","Any felony","Discretionary","Indefinite"
"Tenn. Code Ann. § 45-1-117","https://codes.findlaw.com/tn/title-45-banks-and-financial-institutions/tn-code-sect-45-1-117.html","Background check for employment with Department of Financial Institutions","1","(f)(1),(2)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Banking, lending, securities & finance","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
"Tenn. Code Ann. § 43-35-101","https://codes.findlaw.com/tn/title-43-agriculture-and-horticulture/tn-code-sect-43-35-101.html","Remove from office (officer/employee/agent) (southern dairy commission)","1","(c)","Other triggering offenses:
Violations related to disclosure of confidential information","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Agriculture, livestock & food","Other","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 40-27-101","https://codes.findlaw.com/tn/title-40-criminal-procedure/tn-code-sect-40-27-101.html","Gubernatorial pardon/reprieve/commutation (relief)","0","All","See also:
Tenn. Code Ann. § 40-27-110 (a),(b),(c )
Tenn. Code Ann. § 40-27-107
Tenn. Const. art. III, § 6
Tenn. Code Ann. § 40-28-107 (c ),(e )","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Tenn. Code Ann. § 40-13-219","https://codes.findlaw.com/tn/title-40-criminal-procedure/tn-code-sect-40-13-219.html","Disclose prior conviction for subsequent offense","1","(b)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Judicial Rights","Alcohol permits, licenses & sales","Controlled substances offenses","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 40-11-128","https://codes.findlaw.com/tn/title-40-criminal-procedure/tn-code-sect-40-11-128.html","Ineligible to serve as bondsmen","1","All","Background check:
Tenn. Code Ann. § 40-11-317","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Court personnel, general legal services & bail bonds","Any felony","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 37-1-153","https://codes.findlaw.com/tn/title-37-juveniles/tn-code-sect-37-1-153.html","Expunge juvenile court files (relief)","0","(a)(4)
(f)(1)(A)(ii)-(v),(8)","0","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Expungement, sealing & criminal record access restrictions","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Tenn. Code Ann. § 37-1-133","https://codes.findlaw.com/tn/title-37-juveniles/tn-code-sect-37-1-133.html","Juvenile adjudication (relief)","0","(a)
(b)
(c)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Dismissal, set-aside, vacatur & offense reduction","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Tenn. Code Ann. § 36-6-406","https://codes.findlaw.com/tn/title-36-domestic-relations/tn-code-sect-36-6-406.html","Ineligible for parental contact with child under permanent parenting plan (mandatory for sex offenses)","1","( c )
(d)(7)","Additional offense details:
Tenn. Code Ann. § 39-15-302
Tenn. Code Ann. § 39-13-511
Tenn. Code Ann. § 39-13-501","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Family & domestic rights","Child custody, visitation & parental rights","Sex offenses","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 33-6-804","https://codes.findlaw.com/tn/title-33-mental-health-and-substance-abuse-and-intellectual-and-developmental-disabilities/tn-code-sect-33-6-804.html","Civil commitment for sex offenders (pre-release mental health examination)","1","(a)
(b)
(c)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Political & civic participation","Civil commitment","Sex offenses","Mandatory/Automatic","Indefinite"
"Tenn. Comp. R. & Regs. R. 1320-4-3-.01","https://publications.tnsosfiles.com/rules/1320/1320.htm","Deny appointment of manufacturing distributor/wholesale dealer/jobber as an affixing agent","1","(2)","","","2023 legislative session and all 2023 regulatory rulemaking","","Employment & volunteering","Sales & service (general)","Controlled substances offenses","Discretionary","Indefinite"
"Tenn. Comp. R. & Regs. R. 1340-01-04-.01","https://publications.tnsosfiles.com/rules/1340/1340.htm","Suspend driving privileges","1","(1)","See also:
Tenn. Comp. R. & Regs. R. 1340-1-13-.02 (13),(15)","","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Discretionary","Indefinite"
"Tenn. Comp. R. & Regs. R. 1320-4-6-.07","https://publications.tnsosfiles.com/rules/1320/1320.htm","Restrict commissioner approval for termination of contract/transfer of brand (manufacturer/importer/wholesale distributor)","1","(3)(c)","","","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Alcohol permits, licenses & sales","Any felony","Discretionary","Indefinite"
"Tenn. Comp. R. & Regs. R. 1240-07-03-.06","https://publications.tnsosfiles.com/rules/1240/1240.htm","Forfeit right to social services administrative hearing (paid caregivers)","1","(1)(a),(b)
(7)(g)","Relief:
Tenn. Comp. R. & Regs. R. 1240-07-03-.06","","2023 legislative session and all 2023 regulatory rulemaking","","Judicial Rights","Civil litigation & administrative proceedings","Crimes of violence, including 'person offenses'","Mandatory/Automatic","Indefinite"
"Tenn. Const. Art. III, § 6","http://www.capitol.tn.gov/about/docs/tn-constitution.pdf","Gubernatorial pardon/reprieve (relief)","0","All","See also:
Tenn. Code Ann. § 40-28-107 (c )","","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Tenn. Code Ann. § 55-50-505","https://codes.findlaw.com/tn/title-55-motor-and-other-vehicles/tn-code-sect-55-50-505.html","Suspend driver's license (motor vehicle offense convictions/accident points accumulation)","1","(a)(1),(2)","See also:
Tenn. Comp. R. & Regs. R. 1340-01-04-.01 et seq.","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Discretionary","Conditional"
"Tenn. Code Ann. § 71-5-308","https://codes.findlaw.com/tn/title-71-welfare/tn-code-sect-71-5-308.html","Ineligible for food stamps","1","(b)(1),(2),(3)","Additional offense details:
Tenn. Code Ann. § 39-17-401","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Government benefits","Public assistance & food stamps","Controlled substances offenses","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 55-4-412","https://codes.findlaw.com/tn/title-55-motor-and-other-vehicles/tn-code-sect-55-4-412.html","Suspend permit/permit obtaining privileges for improperly transporting mobile homes on public roads (third conviction within 12 months)","1","All","Additional offense details:
Tenn. Code Ann. § 55-4-401 et seq.","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Mandatory/Automatic","Time-limited"
"Tenn. Code Ann. § 70-2-213","https://codes.findlaw.com/tn/title-70-wildlife-resources/tn-code-sect-70-2-213.html","Revoke scientific purpose permit for wildlife","1","(c )","0","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Recreational license & participation, including firearms","Wildlife, fish & game","Recreational license offenses","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 55-10-503","https://codes.findlaw.com/tn/title-55-motor-and-other-vehicles/tn-code-sect-55-10-503.html","Revoke drivers license for drag racing","2","(a)(1),(2)
(b)","","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Motor vehicle licensure (non-commercial)","Driving & noncommercial motor vehicles","Motor vehicle offenses","Varies","Varies"
"Tenn. Code Ann. § 67-4-1020","https://codes.findlaw.com/tn/title-67-taxes-and-licenses/tn-code-sect-67-4-1020.html","Forfeit contraband tobacco products","1","(a)(1),(2)
(b)
(c)
(d)(1),(2)
(e)(1),(2),(3)
(f)
(g) 
","See also:
Tenn. Code Ann. § 67-4-1021","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Tobacco","Controlled substances offenses","Mandatory/Automatic","Indefinite"
"Tenn. Code Ann. § 67-4-1016","https://codes.findlaw.com/tn/title-67-taxes-and-licenses/tn-code-sect-67-4-1016.html","Revoke/suspend commercial tobacco license","1","(a)(1),(2),(3)
(b)(1)","Additional offense details:
Tenn. Code Ann. § 67-4-1024 (a),(b)

Other triggering offenses:
Violations related to tobacco sale/licensing","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Tobacco","Other","Discretionary","Indefinite"
"Tenn. Code Ann. § 45-6-218","https://codes.findlaw.com/tn/title-45-banks-and-financial-institutions/tn-code-sect-45-6-218.html","Suspend/revoke pawnbrokers license","1","(a)
(b)","Additional offense details:
Tenn. Code Ann. § 45-6-212(7) 

Other triggering offenses:
Violations of the Tennessee Pawnbrokers Act of 1988
(See Tenn. Code Ann. § 45-6-201)","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","Business licensure & participation","Pawnbrokers, jewelers & precious metals","Other","Discretionary","Indefinite"
"Tenn. Code Ann. § 4-5-322","https://codes.findlaw.com/tn/title-4-state-government/tn-code-sect-4-5-322.html","Judicial review of adverse license decision (relief)","0","(a)(1)
(b)(1)
(c)
(d)","See also Tenn. Code Ann. § 4-5-320","Links may point to unofficial sources where official sources cannot be directly linked.","2023 legislative session and all 2023 regulatory rulemaking","","General Relief Provision","Pardon & executive relief","N/A (background check, general relief)","N/A - General Relief","N/A (background check, general relief)"
"Tenn. Comp. R. & Regs. R. 0800-2-5-.05","https://publications.tnsosfiles.com/rules/0800/0800.htm","Background check for workers' compensation assistance","1","(1)(n)","","","2023 legislative session and all 2023 regulatory rulemaking","","Government benefits","Social Security, SSI, unemployment & disability benefits","N/A (background check, general relief)","Background Check","N/A (background check, general relief)"
